埼玉県朝霞市泉水,35.804846,139.580205
埼玉県川越市大字的場,35.914352,139.427539
埼玉県川口市安行原,35.841352,139.77032
埼玉県草加市松江,35.838797,139.812508
埼玉県新座市野火止,35.801586,139.563647
埼玉県桶川市大字上日出谷字殿山,36.004831,139.540728
埼玉県さいたま市見沼区片柳字南台,35.901958,139.684756
埼玉県上尾市東町,35.97417,139.60314
埼玉県狭山市中央,35.856243,139.424998
埼玉県北葛飾郡杉戸町大字堤根,36.018308,139.754986
埼玉県所沢市中新井,35.815199,139.47584
埼玉県川口市西川口,35.810705,139.702625
埼玉県加須市花崎,36.110261,139.623533
埼玉県所沢市中富南,35.814305,139.49619
埼玉県熊谷市石原,36.153172,139.367853
埼玉県ふじみ野市上福岡,35.871813,139.514001
埼玉県鶴ヶ島市大字太田ヶ谷,35.923514,139.399593
埼玉県草加市八幡町,35.852792,139.807393
埼玉県新座市西堀,35.7767,139.544548
埼玉県春日部市新宿新田,35.97711,139.824659
埼玉県飯能市山手町,35.859505,139.313935
埼玉県鴻巣市北新宿,36.10999,139.437704
埼玉県ふじみ野市福岡中央,35.87242,139.519727
埼玉県富士見市水子,35.841507,139.566194
埼玉県所沢市大字久米,35.779916,139.459312
埼玉県蓮田市西新宿,36.006208,139.654137
埼玉県さいたま市緑区大字三室,35.884744,139.673272
埼玉県川越市的場北,35.925538,139.439611
埼玉県南埼玉郡宮代町大字和戸,36.040947,139.701987
埼玉県さいたま市桜区大字白鍬,35.883774,139.605689
埼玉県三郷市早稲田,35.851832,139.888011
埼玉県狭山市大字堀兼,35.853493,139.449143
埼玉県八潮市中央,35.820508,139.835533
埼玉県さいたま市岩槻区西町,35.95434,139.689861
埼玉県久喜市本町,36.070118,139.668169
埼玉県川越市広谷新町,35.947126,139.428174
埼玉県深谷市上野台,36.183976,139.276539
埼玉県所沢市大字下安松,35.787267,139.500006
埼玉県所沢市東狭山ヶ丘,35.815752,139.423727
埼玉県上尾市大字原市,35.967454,139.626083
埼玉県春日部市豊町,35.969313,139.738379
埼玉県幸手市北,36.084281,139.723053
埼玉県久喜市栗原,36.070218,139.705178
埼玉県入間市大字下藤沢,35.818694,139.408484
埼玉県ふじみ野市大井武蔵野,35.853792,139.494918
埼玉県越谷市大字下間久里字仲田,35.926023,139.784379
埼玉県さいたま市北区本郷町,35.943972,139.627358
埼玉県川口市坂下町,35.829231,139.741572
埼玉県所沢市大字上安松,35.787718,139.48983
埼玉県さいたま市見沼区大字大谷字後,35.921349,139.673272
埼玉県幸手市大字千塚,36.092024,139.702625
埼玉県ふじみ野市桜ヶ丘,35.851891,139.505731
埼玉県さいたま市見沼区南中丸,35.91706,139.654137
埼玉県本庄市けや木,36.229891,139.186634
埼玉県川口市大字東本郷,35.827447,139.761375
埼玉県春日部市緑町,35.974158,139.77032
埼玉県北足立郡伊奈町内宿台,36.016311,139.605689
埼玉県北葛飾郡松伏町北葛飾郡松伏町大字松伏字上河原,35.930606,139.821461
埼玉県川口市赤井,35.832508,139.751153
埼玉県川口市大字安行北谷,35.839651,139.776071
埼玉県吉川市保,35.879952,139.845129
埼玉県北本市宮内,36.041964,139.539455
埼玉県越谷市大字恩間,35.926728,139.769042
埼玉県越谷市上間久里,35.932063,139.78374
埼玉県川口市上青木西,35.827927,139.714115
埼玉県坂戸市仲町,35.962706,139.396419
埼玉県熊谷市拾六間,36.165899,139.318374
埼玉県日高市四本木,35.898062,139.332959
埼玉県春日部市西八木崎,35.975346,139.73774
埼玉県北足立郡伊奈町大字小室字間松,36.000077,139.624134
埼玉県越谷市大字恩間字天神下,NaN
埼玉県さいたま市見沼区島町,35.9445,139.654137
埼玉県さいたま市見沼区大字,35.927638,139.660515
埼玉県川越市大字山田,35.941867,139.478384
埼玉県坂戸市伊豆の山町,35.974111,139.389435
埼玉県川口市大字赤井,35.832508,139.751153
埼玉県八潮市南川崎,35.813673,139.858566
埼玉県草加市新里町,35.814001,139.779266
埼玉県越谷市増林,35.905648,139.816345
埼玉県白岡市篠津,36.034024,139.657964
埼玉県さいたま市緑区美園,35.900102,139.725607
埼玉県久喜市久喜東,36.06054,139.678376
埼玉県新座市堀ノ内,35.776013,139.559827
埼玉県飯能市茜台,35.855788,139.286678
埼玉県鶴ヶ島市松ヶ丘,35.927438,139.414835
埼玉県さいたま市北区日進町,35.929097,139.601865
埼玉県入間市久保稲荷,35.824542,139.391974
埼玉県越谷市東越谷,35.894909,139.800999
埼玉県さいたま市浦和区領家,35.878171,139.654137
埼玉県さいたま市西区大字宝来,35.924877,139.554733
埼玉県さいたま市桜区大字大久保領家,35.867764,139.605689
埼玉県三郷市彦倉,35.839588,139.850248
埼玉県戸田市笹目,35.817002,139.652861
埼玉県戸田市美女木,35.824966,139.641384
埼玉県南埼玉郡宮代町本田,36.025303,139.719861
埼玉県鶴ヶ島市大字脚折,35.93866,139.391974
埼玉県さいたま市大宮区三橋,35.901665,139.601865
埼玉県吉川市木売,35.876002,139.843849
埼玉県川越市大字久下戸,35.895212,139.540728
埼玉県三郷市鷹野,35.803897,139.882889
埼玉県東松山市大字西本宿,36.006023,139.389435
埼玉県さいたま市浦和区木崎,35.887093,139.659239
埼玉県ふじみ野市駒林,35.869667,139.53691
埼玉県川口市南鳩ヶ谷,35.817815,139.734547
埼玉県春日部市米島,35.977499,139.809951
埼玉県春日部市中央,35.974455,139.751153
埼玉県川口市大字榛松,35.82436,139.772237
埼玉県さいたま市見沼区さいたま市見沼区大字御蔵,35.905965,139.671996
埼玉県入間市東藤沢,35.8358,139.391079
埼玉県草加市吉町,35.820698,139.807393
埼玉県三郷市戸ヶ崎,35.802344,139.867526
埼玉県川口市大字西立野,35.858262,139.745404
埼玉県白岡市西,36.019915,139.654137
埼玉県草加市谷塚町,35.816596,139.797164
埼玉県入間市大字上藤沢,35.812496,139.393244
埼玉県鶴ヶ島市大字藤金,35.9374,139.408484
埼玉県川越市大字寺尾,35.885745,139.508912
埼玉県所沢市宮本町,35.795293,139.460583
埼玉県八潮市大字古新田,35.798299,139.850248
埼玉県春日部市大枝,35.94149,139.771598
埼玉県飯能市大字岩沢,35.840395,139.341205
埼玉県北葛飾郡杉戸町堤根,36.018308,139.754986
埼玉県越谷市蒲生茜町,35.866551,139.788853
埼玉県鴻巣市生出塚,36.062092,139.528636
埼玉県越谷市大字大房,35.908968,139.781823
埼玉県さいたま市北区今羽町,35.952712,139.623533
埼玉県川越市大字砂,35.894292,139.49619
埼玉県春日部市栄町,35.987211,139.734547
埼玉県さいたま市岩槻区諏訪,35.968404,139.707731
埼玉県北葛飾郡杉戸町大字杉戸字十八丁,36.038589,139.723053
埼玉県草加市稲荷,35.834753,139.825299
埼玉県草加市青柳,35.857287,139.821461
埼玉県桶川市大字加納,36.024285,139.566194
埼玉県草加市瀬崎,35.812551,139.809951
埼玉県さいたま市西区大字指扇,35.918789,139.576384
埼玉県狭山市大字水野,35.829021,139.433892
埼玉県入間郡三芳町大字藤久保,35.836227,139.530545
埼玉県川口市安行出羽,35.852415,139.766486
埼玉県志木市志木市,35.836195,139.580058
埼玉県狭山市柏原,35.881815,139.400863
埼玉県さいたま市桜区中島,35.865821,139.623533
埼玉県川口市差間,35.866787,139.728161
埼玉県八潮市緑町,35.825338,139.830415
埼玉県八潮市大字大瀬字根郷,35.802447,139.853447
埼玉県久喜市青葉,36.068784,139.698796
埼玉県さいたま市西区三橋,35.915831,139.591672
埼玉県所沢市星の宮,35.78635,139.46249
埼玉県鶴ヶ島市大字下新田,35.945924,139.381817
埼玉県所沢市緑町,35.804881,139.450414
埼玉県川越市大字南田島,35.900705,139.506367
埼玉県日高市大字原宿,35.901374,139.342474
埼玉県越谷市花田,35.904072,139.800999
埼玉県坂戸市大字片柳,35.978041,139.404673
埼玉県富士見市水谷東,35.839708,139.574473
埼玉県川越市大字小室,35.915123,139.463126
埼玉県さいたま市見沼区大字染谷字中通南,NaN
埼玉県久喜市菖蒲町菖蒲,36.072751,139.606963
埼玉県入間郡毛呂山町大字市場,35.942831,139.34628
埼玉県蓮田市関山,35.989184,139.651586
埼玉県北足立郡伊奈町栄,35.982777,139.641384
埼玉県さいたま市緑区松木,35.882391,139.687309
埼玉県三郷市戸ケ崎,35.802344,139.867526
埼玉県熊谷市別府,36.182262,139.336131
埼玉県鶴ヶ島市脚折町,35.944879,139.393244
埼玉県加須市不動岡,36.13954,139.591672
埼玉県児玉郡上里町金久保,36.263895,139.139838
埼玉県越谷市大字大林,35.911494,139.77671
埼玉県飯能市大字双柳字山之内,35.853677,139.337399
埼玉県草加市北谷,35.843559,139.784379
埼玉県さいたま市緑区道祖土,35.87748,139.669445
埼玉県朝霞市田島,35.814825,139.606326
埼玉県川口市前川町,35.84524,139.70458
埼玉県志木市中宗岡,35.840597,139.586575
埼玉県所沢市上新井,35.794079,139.449143
埼玉県入間市東町,35.830333,139.403403
埼玉県比企郡川島町大字中山,35.987951,139.454227
埼玉県蕨市北町,35.830204,139.6771
埼玉県川口市上青木,35.828086,139.723053
埼玉県越谷市蒲生東町,35.871366,139.802278
埼玉県八潮市大字木曽根,35.8208,139.853447
埼玉県さいたま市緑区原山,35.871013,139.673272
埼玉県春日部市豊野町,35.961153,139.792049
埼玉県越谷市宮本町,35.890883,139.77671
埼玉県ふじみ野市築地,35.873117,139.529909
埼玉県熊谷市銀座,36.141212,139.397054
埼玉県三郷市幸房,35.837925,139.879048
埼玉県坂戸市にっさい花みず木,35.970388,139.369123
埼玉県川口市大字伊刈,35.846757,139.696881
埼玉県川越市むさし野南,35.888442,139.466304
埼玉県さいたま市見沼区大谷,35.921349,139.673272
埼玉県春日部市小渕,35.995041,139.751153
埼玉県久喜市青毛,36.075009,139.700072
埼玉県川越市大字下広谷,35.952928,139.432621
埼玉県三郷市三郷,35.842267,139.884169
埼玉県川口市大字安行根岸字内谷田,NaN
埼玉県川口市安行領根岸,35.844356,139.717945
埼玉県春日部市南中曽根,35.97309,139.730715
埼玉県さいたま市中央区円阿弥,35.891664,139.608238
埼玉県さいたま市中央区下落合,35.884922,139.631183
埼玉県朝霞市幸町,35.794202,139.587849
埼玉県川口市大字峯,35.832579,139.774154
埼玉県新座市新座市野寺,35.763538,139.55728
埼玉県狭山市広瀬東,35.861894,139.399593
埼玉県越谷市蒲生,35.861174,139.799721
埼玉県さいたま市南区文蔵,35.839596,139.671996
埼玉県久喜市栗橋北,36.141212,139.700072
埼玉県川越市旭町,35.900988,139.473297
埼玉県新座市栄,35.775091,139.580205
埼玉県上尾市大字原市字拾九番耕地,NaN
埼玉県朝霞市岡,35.808504,139.600591
埼玉県蓮田市緑町,35.986763,139.661153
埼玉県北葛飾郡松伏町ゆめみ野,35.923103,139.82274
埼玉県さいたま市岩槻区美幸町,35.959628,139.693052
埼玉県さいたま市見沼区大字大谷,0,0
埼玉県越谷市レイクタウン,35.880206,139.821461
埼玉県春日部市南,35.971705,139.761375
埼玉県上尾市大字今泉,35.968959,139.571926
埼玉県加須市旗井,36.14684,139.688585
埼玉県草加市柳島町字榎本,35.821664,139.786936
埼玉県さいたま市見沼区御蔵,35.905965,139.671996
埼玉県桶川市鴨川,35.994423,139.55728
埼玉県川越市広栄町,35.901519,139.467575
埼玉県川口市大字石神字稲荷丸,35.858418,139.735824
埼玉県戸田市氷川町,35.80824,139.656688
埼玉県越谷市大字大林字海道西,NaN
埼玉県桶川市下日出谷,35.998174,139.54964
埼玉県にっさい花みず木,35.970388,139.369123
埼玉県志木市柏町,35.832759,139.570015
埼玉県草加市谷塚町字西総田耕地,35.816596,139.797164
埼玉県久喜市吉羽,36.062782,139.692414
埼玉県ふじみ野市北野,35.878466,139.512092
埼玉県さいたま市岩槻区仲町,35.94805,139.702625
埼玉県日高市高萩東,35.909741,139.381182
埼玉県上尾市中妻,35.987713,139.575588
埼玉県春日部市六軒町,35.967027,139.782462
埼玉県草加市弁天,35.844408,139.815066
埼玉県北足立郡伊奈町北足立郡伊奈町大字小室,35.989675,139.627358
埼玉県上尾市大字上字谷通,35.977948,139.588486
埼玉県草加市西町,35.8283,139.792049
埼玉県久喜市南栗橋,36.109442,139.709008
埼玉県春日部市梅田,35.988954,139.740295
埼玉県八潮市大字西袋,35.816652,139.820182
埼玉県さいたま市緑区芝原,35.882159,139.692414
埼玉県富士見市東みずほ台,35.841557,139.552187
埼玉県さいたま市浦和区北浦和,35.876343,139.643934
埼玉県上尾市中分,35.981569,139.550914
埼玉県さいたま市見沼区中川,35.902078,139.656688
埼玉県川越市大字下広谷字向山,35.952928,139.432621
埼玉県坂戸市大字石井,35.975962,139.413565
埼玉県さいたま市南区太田窪,35.858109,139.67391
埼玉県加須市陽光台,36.191847,139.682842
埼玉県春日部市東中野,35.970163,139.820182
埼玉県川口市川口市赤山,35.848783,139.746043
埼玉県春日部市藤塚,35.972036,139.779266
埼玉県児玉郡上里町大字嘉美,36.22805,139.143631
埼玉県北足立郡伊奈町学園,36.011726,139.612698
埼玉県さいたま市見沼区東大宮,35.945581,139.642659
埼玉県さいたま市桜区栄和,35.86502,139.615885
埼玉県越谷市千間台西,35.932568,139.766486
埼玉県幸手市緑台,36.066208,139.724969
埼玉県入間郡三芳町藤久保,35.836227,139.530545
埼玉県さいたま市岩槻区西原,35.948537,139.685394
埼玉県川越市小仙波町,35.918383,139.493646
埼玉県和光市南,35.7737,139.610787
埼玉県川口市本蓮,35.81828,139.761375
埼玉県川口市元郷,35.796557,139.735824
埼玉県志木市上宗岡,35.847687,139.581479
埼玉県川口市源左衛門新田,35.863235,139.730715
埼玉県日高市大字猿田,35.887487,139.333594
埼玉県久喜市佐間,36.120082,139.687309
埼玉県川越市豊田町,35.902674,139.460583
埼玉県飯能市岩沢,35.840395,139.341205
埼玉県北本市下石戸下,36.014585,139.539455
埼玉県上尾市愛宕,35.967539,139.598042
埼玉県越谷市弥栄町,35.92117,139.796524
埼玉県八潮市大字浮塚,35.79679,139.827857
埼玉県上尾市本町,35.981466,139.592946
埼玉県ふじみ野市苗間字神明前,35.85934,139.52894
埼玉県久喜市栗橋,36.129581,139.705178
埼玉県春日部市牛島,35.983708,139.774154
埼玉県八潮市大字垳,35.802231,139.840011
埼玉県さいたま市中央区鈴谷,35.872455,139.628633
埼玉県入間市宮寺,35.79134,139.380547
埼玉県行田市棚田町,36.124065,139.434527
埼玉県さいたま市岩槻区加倉,35.942905,139.689861
埼玉県新座市新堀,35.77052,139.529272
埼玉県入間市大字小谷田,35.824375,139.369123
埼玉県深谷市樫合,36.172962,139.252466
埼玉県春日部市備後西,35.955455,139.766486
埼玉県さいたま市岩槻区岩槻,35.954796,139.679652
埼玉県所沢市若松町,35.80229,139.48347
埼玉県ふじみ野市緑ヶ丘,35.859597,139.49937
埼玉県新座市池田,35.771689,139.5732
埼玉県川越市笠幡,35.909201,139.400863
埼玉県所沢市榎町,35.805416,139.444694
埼玉県川口市木曽呂,35.859125,139.720499
埼玉県川口市大字源左衛門新田,35.863235,139.730715
埼玉県越谷市赤山町,35.883774,139.781823
埼玉県飯能市大字笠縫,35.843103,139.331057
埼玉県三郷市戸ｹ崎,35.802344,139.867526
埼玉県蓮田市藤ノ木,35.985395,139.666255
埼玉県三郷市泉,35.842223,139.861126
埼玉県鴻巣市緑町,36.064039,139.499052
埼玉県さいたま市大宮区上小町,35.899554,139.610787
埼玉県久喜市鷲宮,36.099389,139.664342
埼玉県新座市石神,35.771265,139.550914
埼玉県飯能市双柳,35.853677,139.337399
埼玉県北足立郡伊奈町大字小室,35.989675,139.627358
埼玉県三郷市谷口,35.826946,139.868806
埼玉県深谷市国済寺,36.191676,139.298086
埼玉県上尾市柏座,35.972772,139.582753
埼玉県さいたま市見沼区大字蓮沼,35.927009,139.66179
埼玉県桶川市泉,36.001271,139.55728
埼玉県川口市緑町,35.801935,139.6972
埼玉県春日部市道口蛭田,0,0
埼玉県富士見市羽沢,35.855727,139.542002
埼玉県上尾市大字原市壱番耕地,35.967454,139.626083
埼玉県和光市新倉,35.798024,139.61716
埼玉県上尾市浅間台,35.978813,139.57511
埼玉県さいたま市緑区大字中尾,35.872207,139.684756
埼玉県さいたま市北区さいたま市北区日進町,35.929097,139.601865
埼玉県吉川市きよみ野,35.896464,139.853447
埼玉県草加市両新田西町,35.812931,139.78374
埼玉県富士見市関沢,35.839722,139.542002
埼玉県川口市鳩ヶ谷本町,35.83401,139.743488
埼玉県鶴ヶ島市南町,35.924336,139.407214
埼玉県上尾市平方,35.949599,139.550914
埼玉県さいたま市見沼区大字南中丸,35.91706,139.654137
埼玉県川越市大字藤間,35.878301,139.49619
埼玉県蓮田市蓮田,35.973412,139.646485
埼玉県蓮田市桜台,35.979279,139.662428
埼玉県上尾市原市,35.967454,139.626083
埼玉県坂戸市元町,35.966127,139.396419
埼玉県三郷市栄,35.815229,139.873927
埼玉県上尾市大字瓦葺,35.961807,139.637558
埼玉県川越市末広町,35.922149,139.479019
埼玉県川越市的場,35.914352,139.427539
埼玉県草加市新善町,35.849168,139.786936
埼玉県越谷市大字船渡,35.936764,139.799721
埼玉県川越市上野田町,35.913656,139.470754
埼玉県深谷市萱場,36.191387,139.268302
埼玉県八潮市大字鶴ヶ曽,NaN
埼玉県越谷市大字大里字堀西,35.921765,139.783478
埼玉県さいたま市緑区大門,35.883843,139.730715
埼玉県桶川市末広,36.005603,139.569378
埼玉県白岡市白岡東,36.022592,139.661471
埼玉県さいたま市岩槻区大字表慈恩寺,35.974235,139.705178
埼玉県さいたま市北区別所町,35.957369,139.595494
埼玉県日高市大字森戸新田,35.917732,139.3742
埼玉県上尾市二ツ宮,35.981023,139.60314
埼玉県鶴ヶ島市新町,35.934943,139.371661
埼玉県幸手市中,36.077653,139.717945
埼玉県川越市南大塚,35.892882,139.452638
埼玉県朝霞市三原,35.81297,139.577658
埼玉県東松山市大字松山,36.045793,139.391974
埼玉県狭山市広瀬,35.857759,139.389435
埼玉県さいたま市緑区大字大間木,35.864174,139.710285
埼玉県川口市大字赤山字源長寺上知,35.845459,139.739161
埼玉県八潮市大字大瀬,35.802447,139.853447
埼玉県さいたま市岩槻区釣上,35.898139,139.743488
埼玉県三郷市高州,35.788079,139.877768
埼玉県川口市桜町,35.837566,139.740933
埼玉県桶川市西,36.004899,139.55919
埼玉県児玉郡上里町大字勅使河原,36.262168,139.124669
埼玉県所沢市三ケ島,35.791277,139.408484
埼玉県さいたま市南区根岸,35.842351,139.66179
埼玉県比企郡滑川町月の輪,36.044322,139.343743
埼玉県入間市三ツ木台,35.813529,139.335496
埼玉県狭山市広瀬台,35.869798,139.388165
埼玉県北葛飾郡杉戸町倉松,36.032308,139.735824
埼玉県所沢市小手指南,35.786229,139.432621
埼玉県さいたま市大宮区北袋町,35.893615,139.641384
埼玉県富士見市山室,35.86133,139.544548
埼玉県吉川市美南,35.865006,139.852167
埼玉県さいたま市岩槻区城町,35.94759,139.712838
埼玉県入間市大字仏子,35.839128,139.3577
埼玉県さいたま市岩槻区上野,35.97312,139.698157
埼玉県三郷市新和,35.815124,139.888011
埼玉県吉川市栄町,35.885833,139.854087
埼玉県上尾市大字壱丁目,35.956194,139.570015
埼玉県日高市中沢,35.886004,139.369123
埼玉県西鶴ヶ岡,35.863025,139.49937
埼玉県熊谷市伊勢町,36.144082,139.374835
埼玉県川口市伊刈,35.846757,139.696881
埼玉県川口市戸塚東,35.871848,139.754986
埼玉県久喜市栗原字谷足,36.070218,139.705178
埼玉県熊谷市柿沼,36.169114,139.381817
埼玉県坂戸市八幡,35.959592,139.402768
埼玉県新座市道場,0,0
埼玉県越谷市大字大泊,35.938498,139.786936
埼玉県蕨市塚越,35.823422,139.700072
埼玉県さいたま市見沼区大字新堤,35.928525,139.672634
埼玉県さいたま市浦和区大東,35.882087,139.662428
埼玉県さいたま市緑区玄蕃新田,35.890425,139.715073
埼玉県所沢市本郷,35.792596,139.521636
埼玉県春日部市大字,35.975262,139.752313
埼玉県川口市芝,35.842213,139.689861
埼玉県三郷市中央,35.826455,139.879048
埼玉県富士見市鶴瀬東,35.849294,139.538819
埼玉県上尾市大字平塚,35.987653,139.608238
埼玉県北足立郡伊奈町西小針,36.020066,139.598042
埼玉県加須市向古河,36.185834,139.68348
埼玉県所沢市北中,35.813433,139.437704
埼玉県吉川市大字保,35.879952,139.845129
埼玉県北葛飾郡松伏町松伏,35.930606,139.821461
埼玉県さいたま市岩槻区大字岩槻,35.954796,139.679652
埼玉県南埼玉郡宮代町宮代台,36.042538,139.691776
埼玉県入間市大字仏子字大沢口,NaN
埼玉県ふじみ野市鶴ヶ舞,35.866423,139.509866
埼玉県さいたま市岩槻区宮町,35.959485,139.702625
埼玉県飯能市美杉台,35.845822,139.306961
埼玉県行田市大字長野,36.133184,139.48347
埼玉県さいたま市見沼区大和田町,35.92935,139.64776
埼玉県川越市砂新田,35.888911,139.488558
埼玉県越谷市恩間,35.926728,139.769042
埼玉県入間市豊岡,35.834927,139.389435
埼玉県熊谷市上之,36.151567,139.408484
埼玉県川口市大字大竹,35.831595,139.764569
